site,date,race
MGH,2020-06-26,White
MGH,2020-06-26,Hispanic
MGH,2020-06-26,Asian
MGH,2020-06-26,White
MGH,2020-06-26,White
MGH,2020-06-27,White
MGH,2020-06-28,Asian
MGH,2020-06-28,White
MGH,2020-06-28,Black
MGH,2020-06-28,White
MGH,2020-06-28,Hispanic
MGH,2020-06-28,Asian
MGH,2020-06-28,Hispanic
MGH,2020-06-28,White
MGH,2020-06-28,Black
MGH,2020-06-29,Asian
MGH,2020-06-29,White
MGH,2020-06-30,Asian
MGH,2020-06-30,Black
MGH,2020-06-30,White
MGH,2020-06-30,Asian
MGH,2020-07-01,Asian
MGH,2020-07-02,Asian
MGH,2020-07-02,White
MGH,2020-07-02,White
MGH,2020-07-02,White
MGH,2020-07-02,Hispanic
MGH,2020-07-02,White
MGH,2020-07-02,Asian
MGH,2020-07-02,Hispanic
MGH,2020-07-02,White
MGH,2020-07-03,White
MGH,2020-07-03,White
MGH,2020-07-03,Asian
MGH,2020-07-03,White
MGH,2020-07-03,White
MGH,2020-07-04,White
MGH,2020-07-04,White
MGH,2020-07-04,White
MGH,2020-07-05,White
MGH,2020-07-05,White
MGH,2020-07-05,White
MGH,2020-07-06,White
MGH,2020-07-06,Black
MGH,2020-07-06,White
MGH,2020-07-06,White
MGH,2020-07-06,Asian
MGH,2020-07-06,White
MGH,2020-07-06,White
MGH,2020-07-06,Asian
MGH,2020-07-06,White
MGH,2020-07-06,Black
MGH,2020-07-07,White
MGH,2020-07-07,White
MGH,2020-07-07,White
MGH,2020-07-07,Black
MGH,2020-07-07,White
MGH,2020-07-07,Asian
MGH,2020-07-07,White
MGH,2020-07-07,White
MGH,2020-07-08,Asian
MGH,2020-07-08,White
MGH,2020-07-08,Black
MGH,2020-07-08,White
MGH,2020-07-08,Black
MGH,2020-07-09,Asian
MGH,2020-07-09,White
MGH,2020-07-09,White
MGH,2020-07-09,White
MGH,2020-07-09,White
MGH,2020-07-09,White
MGH,2020-07-09,Asian
MGH,2020-07-09,Asian
MGH,2020-07-09,White
MGH,2020-07-10,Black
MGH,2020-07-10,White
MGH,2020-07-10,Asian
MGH,2020-07-10,White
MGH,2020-07-10,Black
MGH,2020-07-10,Asian
MGH,2020-07-10,White
MGH,2020-07-10,Asian
MGH,2020-07-11,White
MGH,2020-07-11,Black
MGH,2020-07-11,White
MGH,2020-07-11,Asian
MGH,2020-07-11,White
MGH,2020-07-11,Asian
MGH,2020-07-11,Hispanic
MGH,2020-07-12,White
MGH,2020-07-13,Hispanic
MGH,2020-07-13,Black
MGH,2020-07-13,White
MGH,2020-07-13,Hispanic
MGH,2020-07-13,Hispanic
MGH,2020-07-14,Hispanic
MGH,2020-07-14,Hispanic
MGH,2020-07-14,Asian
MGH,2020-07-14,White
MGH,2020-07-14,Black
MGH,2020-07-14,White
MGH,2020-07-14,Asian
MGH,2020-07-14,White
MGH,2020-07-15,White
MGH,2020-07-15,White
MGH,2020-07-15,Black
MGH,2020-07-15,Asian
MGH,2020-07-15,White
MGH,2020-07-15,Asian
MGH,2020-07-15,Asian
MGH,2020-07-16,Hispanic
MGH,2020-07-16,Hispanic
MGH,2020-07-16,Black
MGH,2020-07-16,Asian
MGH,2020-07-16,Black
MGH,2020-07-16,White
MGH,2020-07-16,White
MGH,2020-07-16,White
MGH,2020-07-16,White
MGH,2020-07-17,White
MGH,2020-07-17,Asian
MGH,2020-07-17,Hispanic
MGH,2020-07-18,Black
MGH,2020-07-18,White
MGH,2020-07-18,White
MGH,2020-07-18,White
MGH,2020-07-18,Asian
MGH,2020-07-18,Black
MGH,2020-07-18,White
MGH,2020-07-18,White
MGH,2020-07-18,White
MGH,2020-07-19,Asian
MGH,2020-07-19,Black
MGH,2020-07-19,White
MGH,2020-07-19,White
MGH,2020-07-19,White
MGH,2020-07-20,Asian
MGH,2020-07-20,Hispanic
MGH,2020-07-20,Asian
MGH,2020-07-20,White
MGH,2020-07-20,Asian
MGH,2020-07-20,Asian
MGH,2020-07-20,White
MGH,2020-07-20,Asian
MGH,2020-07-20,White
MGH,2020-07-20,Asian
MGH,2020-07-21,Asian
MGH,2020-07-22,White
MGH,2020-07-22,Asian
MGH,2020-07-23,Asian
MGH,2020-07-23,Asian
MGH,2020-07-23,Hispanic
MGH,2020-07-23,White
MGH,2020-07-23,Black
MGH,2020-07-23,Black
MGH,2020-07-23,White
MGH,2020-07-23,Hispanic
MGH,2020-07-24,White
MGH,2020-07-24,White
MGH,2020-07-24,White
MGH,2020-07-24,Black
MGH,2020-07-24,Hispanic
MGH,2020-07-24,Hispanic
MGH,2020-07-25,Asian
MGH,2020-07-26,White
MGH,2020-07-26,Asian
MGH,2020-07-26,Asian
MGH,2020-07-26,Black
MGH,2020-07-26,Black
MGH,2020-07-26,Hispanic
MGH,2020-07-26,Hispanic
MGH,2020-07-26,Asian
MGH,2020-07-27,White
MGH,2020-07-27,Black
MGH,2020-07-28,White
MGH,2020-07-28,White
MGH,2020-07-28,White
MGH,2020-07-28,White
MGH,2020-07-28,Asian
MGH,2020-07-28,White
MGH,2020-07-28,Black
MGH,2020-07-29,Black
MGH,2020-07-29,White
MGH,2020-07-30,Black
MGH,2020-07-30,White
MGH,2020-07-30,White
MGH,2020-07-31,White
MGH,2020-07-31,Asian
MGH,2020-07-31,Asian
MGH,2020-07-31,Asian
MGH,2020-07-31,White
MGH,2020-07-31,White
MGH,2020-08-01,White
MGH,2020-08-01,White
MGH,2020-08-01,Hispanic
MGH,2020-08-01,White
MGH,2020-08-01,Asian
MGH,2020-08-01,White
MGH,2020-08-01,Hispanic
MGH,2020-08-01,White
MGH,2020-08-01,Hispanic
MGH,2020-08-02,Hispanic
MGH,2020-08-02,White
MGH,2020-08-02,White
MGH,2020-08-02,White
MGH,2020-08-02,White
MGH,2020-08-02,White
MGH,2020-08-02,White
MGH,2020-08-02,White
MGH,2020-08-02,White
MGH,2020-08-02,Hispanic
MGH,2020-08-03,White
MGH,2020-08-03,White
MGH,2020-08-03,Hispanic
MGH,2020-08-03,Hispanic
MGH,2020-08-03,Asian
MGH,2020-08-03,White
MGH,2020-08-03,White
MGH,2020-08-04,Asian
MGH,2020-08-04,Hispanic
MGH,2020-08-04,White
MGH,2020-08-04,White
MGH,2020-08-04,Asian
MGH,2020-08-04,Hispanic
MGH,2020-08-04,White
MGH,2020-08-04,White
MGH,2020-08-05,White
MGH,2020-08-05,White
MGH,2020-08-05,Asian
MGH,2020-08-05,Asian
MGH,2020-08-05,Hispanic
MGH,2020-08-05,Asian
MGH,2020-08-06,Asian
MGH,2020-08-06,Black
MGH,2020-08-06,White
MGH,2020-08-06,Asian
MGH,2020-08-06,Black
MGH,2020-08-06,Black
MGH,2020-08-07,White
MGH,2020-08-08,Hispanic
MGH,2020-08-08,Asian
MGH,2020-08-08,White
MGH,2020-08-08,Asian
MGH,2020-08-08,White
MGH,2020-08-08,Hispanic
MGH,2020-08-09,Black
MGH,2020-08-09,Asian
MGH,2020-08-09,White
MGH,2020-08-09,White
MGH,2020-08-09,Hispanic
MGH,2020-08-09,Black
MGH,2020-08-09,Black
MGH,2020-08-09,White
MGH,2020-08-09,Asian
MGH,2020-08-10,Black
MGH,2020-08-10,Asian
MGH,2020-08-10,White
MGH,2020-08-10,White
MGH,2020-08-10,Hispanic
MGH,2020-08-10,Hispanic
MGH,2020-08-10,Hispanic
MGH,2020-08-10,White
MGH,2020-08-11,Asian
MGH,2020-08-12,White
MGH,2020-08-12,Black
MGH,2020-08-12,Black
MGH,2020-08-12,Black
MGH,2020-08-12,Asian
MGH,2020-08-12,Asian
MGH,2020-08-13,Black
MGH,2020-08-13,Hispanic
MGH,2020-08-13,White
MGH,2020-08-13,White
MGH,2020-08-13,Black
MGH,2020-08-13,Black
MGH,2020-08-14,White
MGH,2020-08-14,Black
MGH,2020-08-14,Asian
MGH,2020-08-14,White
MGH,2020-08-14,Asian
MGH,2020-08-15,Hispanic
MGH,2020-08-16,White
MGH,2020-08-16,Black
MGH,2020-08-16,Black
MGH,2020-08-16,Asian
MGH,2020-08-16,White
MGH,2020-08-16,White
MGH,2020-08-16,Black
MGH,2020-08-16,Black
MGH,2020-08-16,White
MGH,2020-08-17,White
MGH,2020-08-17,Hispanic
MGH,2020-08-17,White
MGH,2020-08-17,Black
MGH,2020-08-18,Asian
MGH,2020-08-18,Black
MGH,2020-08-18,Asian
MGH,2020-08-18,White
MGH,2020-08-18,White
MGH,2020-08-18,White
MGH,2020-08-18,Asian
MGH,2020-08-18,White
MGH,2020-08-18,Hispanic
MGH,2020-08-19,Hispanic
MGH,2020-08-20,Asian
MGH,2020-08-20,Black
MGH,2020-08-21,White
MGH,2020-08-21,Asian
MGH,2020-08-21,Black
MGH,2020-08-21,Hispanic
MGH,2020-08-21,Hispanic
MGH,2020-08-21,White
MGH,2020-08-22,Black
MGH,2020-08-22,White
MGH,2020-08-23,White
MGH,2020-08-23,Black
MGH,2020-08-23,White
MGH,2020-08-23,Black
MGH,2020-08-23,Hispanic
MGH,2020-08-23,White
MGH,2020-08-23,White
MGH,2020-08-23,White
MGH,2020-08-23,Asian
MGH,2020-08-23,Hispanic
MGH,2020-08-24,Hispanic
MGH,2020-08-24,Hispanic
MGH,2020-08-24,White
MGH,2020-08-25,Black
MGH,2020-08-25,Black
MGH,2020-08-25,White
MGH,2020-08-26,Black
MGH,2020-08-26,Black
MGH,2020-08-26,White
MGH,2020-08-26,Black
MGH,2020-08-26,White
MGH,2020-08-26,Asian
MGH,2020-08-26,White
MGH,2020-08-26,Black
MGH,2020-08-26,Asian
MGH,2020-08-27,White
MGH,2020-08-27,White
MGH,2020-08-27,White
MGH,2020-08-28,Asian
MGH,2020-08-28,Asian
MGH,2020-08-28,White
MGH,2020-08-28,White
MGH,2020-08-28,Asian
MGH,2020-08-28,Asian
MGH,2020-08-28,Black
MGH,2020-08-28,White
MGH,2020-08-28,Hispanic
MGH,2020-08-28,Asian
MGH,2020-08-29,Asian
MGH,2020-08-29,Black
MGH,2020-08-29,Black
MGH,2020-08-29,White
MGH,2020-08-29,Black
MGH,2020-08-29,Hispanic
MGH,2020-08-29,Hispanic
MGH,2020-08-30,Asian
MGH,2020-08-30,White
MGH,2020-08-30,White
MGH,2020-08-30,White
MGH,2020-08-30,Asian
MGH,2020-08-30,White
MGH,2020-08-30,White
MGH,2020-08-30,Asian
MGH,2020-08-31,White
MGH,2020-08-31,White
MGH,2020-08-31,Asian
MGH,2020-08-31,Asian
MGH,2020-08-31,Hispanic
MGH,2020-08-31,Black
MGH,2020-08-31,Hispanic
MGH,2020-08-31,Hispanic
MGH,2020-09-01,White
MGH,2020-09-01,Hispanic
MGH,2020-09-01,Asian
MGH,2020-09-01,White
MGH,2020-09-01,White
MGH,2020-09-01,Asian
MGH,2020-09-01,Asian
MGH,2020-09-01,White
MGH,2020-09-01,Hispanic
MGH,2020-09-02,Asian
MGH,2020-09-02,Asian
MGH,2020-09-02,White
MGH,2020-09-03,Hispanic
MGH,2020-09-03,White
MGH,2020-09-03,Hispanic
MGH,2020-09-03,White
MGH,2020-09-03,Hispanic
MGH,2020-09-04,Hispanic
MGH,2020-09-04,Hispanic
MGH,2020-09-04,White
MGH,2020-09-04,Hispanic
MGH,2020-09-04,White
MGH,2020-09-05,White
MGH,2020-09-05,Asian
MGH,2020-09-06,Black
MGH,2020-09-06,White
MGH,2020-09-07,White
MGH,2020-09-07,Black
MGH,2020-09-08,Hispanic
MGH,2020-09-08,Asian
MGH,2020-09-08,Asian
MGH,2020-09-09,White
MGH,2020-09-09,Black
MGH,2020-09-09,White
MGH,2020-09-09,Asian
MGH,2020-09-10,White
MGH,2020-09-10,Asian
MGH,2020-09-10,White
MGH,2020-09-11,White
MGH,2020-09-11,White
MGH,2020-09-11,Hispanic
MGH,2020-09-11,Asian
MGH,2020-09-11,White
MGH,2020-09-12,White
MGH,2020-09-12,Hispanic
MGH,2020-09-12,White
MGH,2020-09-12,Asian
MGH,2020-09-12,Asian
MGH,2020-09-12,Asian
MGH,2020-09-12,Asian
MGH,2020-09-12,White
MGH,2020-09-13,Black
MGH,2020-09-13,White
MGH,2020-09-13,White
MGH,2020-09-13,Asian
MGH,2020-09-14,Asian
MGH,2020-09-14,White
MGH,2020-09-14,Asian
MGH,2020-09-14,White
MGH,2020-09-14,Black
MGH,2020-09-14,Hispanic
MGH,2020-09-15,Black
MGH,2020-09-15,Hispanic
MGH,2020-09-15,Black
MGH,2020-09-15,Asian
MGH,2020-09-15,Asian
MGH,2020-09-15,White
MGH,2020-09-15,Hispanic
MGH,2020-09-15,White
MGH,2020-09-15,White
MGH,2020-09-16,White
MGH,2020-09-17,Black
MGH,2020-09-17,Hispanic
MGH,2020-09-17,Asian
MGH,2020-09-17,White
MGH,2020-09-17,Black
MGH,2020-09-17,White
MGH,2020-09-17,Asian
MGH,2020-09-17,Asian
MGH,2020-09-17,Hispanic
MGH,2020-09-17,Asian
MGH,2020-09-18,Black
MGH,2020-09-18,Asian
MGH,2020-09-18,Hispanic
MGH,2020-09-18,Hispanic
MGH,2020-09-18,White
MGH,2020-09-18,White
MGH,2020-09-18,White
MGH,2020-09-18,Black
MGH,2020-09-18,White
MGH,2020-09-18,White
MGH,2020-09-19,White
MGH,2020-09-20,White
MGH,2020-09-21,Black
MGH,2020-09-21,Asian
MGH,2020-09-21,Asian
MGH,2020-09-21,White
MGH,2020-09-22,White
MGH,2020-09-22,Hispanic
MGH,2020-09-22,White
MGH,2020-09-22,White
MGH,2020-09-22,Asian
MGH,2020-09-23,Asian
MGH,2020-09-23,White
MGH,2020-09-23,Asian
MGH,2020-09-23,Black
MGH,2020-09-23,White
MGH,2020-09-24,White
MGH,2020-09-25,White
MGH,2020-09-25,Asian
MGH,2020-09-25,Black
MGH,2020-09-25,Black
MGH,2020-09-25,Hispanic
MGH,2020-09-26,White
MGH,2020-09-27,Asian
MGH,2020-09-28,White
MGH,2020-09-28,Hispanic
MGH,2020-09-28,Asian
MGH,2020-09-28,Hispanic
MGH,2020-09-28,White
MGH,2020-09-28,Black
MGH,2020-09-29,Hispanic
MGH,2020-09-29,Black
MGH,2020-09-29,White
MGH,2020-09-29,White
MGH,2020-09-29,Asian
MGH,2020-09-29,Asian
MGH,2020-09-29,Hispanic
MGH,2020-09-29,White
MGH,2020-09-30,White
MGH,2020-10-01,Black
MGH,2020-10-01,Asian
MGH,2020-10-01,Hispanic
MGH,2020-10-01,Hispanic
MGH,2020-10-01,Asian
MGH,2020-10-01,Asian
MGH,2020-10-01,White
MGH,2020-10-01,White
MGH,2020-10-01,White
MGH,2020-10-01,White
MGH,2020-10-02,Asian
MGH,2020-10-02,White
MGH,2020-10-02,Hispanic
MGH,2020-10-02,Hispanic
MGH,2020-10-02,Hispanic
MGH,2020-10-02,White
MGH,2020-10-03,White
MGH,2020-10-03,Asian
MGH,2020-10-03,Hispanic
MGH,2020-10-03,Black
MGH,2020-10-03,Hispanic
MGH,2020-10-03,Black
MGH,2020-10-03,White
MGH,2020-10-03,White
MGH,2020-10-04,Black
MGH,2020-10-04,Asian
MGH,2020-10-04,Asian
MGH,2020-10-04,Hispanic
MGH,2020-10-04,Hispanic
MGH,2020-10-04,Black
MGH,2020-10-04,Hispanic
MGH,2020-10-05,Black
MGH,2020-10-06,Asian
MGH,2020-10-06,Black
MGH,2020-10-06,Black
MGH,2020-10-06,Black
MGH,2020-10-06,White
MGH,2020-10-07,White
MGH,2020-10-07,Asian
MGH,2020-10-07,White
MGH,2020-10-07,Hispanic
MGH,2020-10-07,Asian
MGH,2020-10-07,White
MGH,2020-10-07,White
MGH,2020-10-07,White
MGH,2020-10-07,Black
MGH,2020-10-07,Asian
MGH,2020-10-08,Hispanic
MGH,2020-10-09,White
MGH,2020-10-09,White
MGH,2020-10-09,White
MGH,2020-10-09,Asian
MGH,2020-10-09,Hispanic
MGH,2020-10-09,Black
MGH,2020-10-09,White
MGH,2020-10-09,Black
MGH,2020-10-09,Hispanic
MGH,2020-10-09,White
MGH,2020-10-10,Asian
MGH,2020-10-10,White
MGH,2020-10-10,White
MGH,2020-10-10,Hispanic
MGH,2020-10-10,White
MGH,2020-10-10,White
MGH,2020-10-10,White
MGH,2020-10-11,White
MGH,2020-10-11,White
MGH,2020-10-11,White
MGH,2020-10-11,Hispanic
MGH,2020-10-11,Asian
MGH,2020-10-11,White
MGH,2020-10-11,White
MGH,2020-10-11,Asian
MGH,2020-10-12,Hispanic
MGH,2020-10-12,Hispanic
MGH,2020-10-12,White
MGH,2020-10-12,Hispanic
MGH,2020-10-12,Black
MGH,2020-10-12,White
MGH,2020-10-12,White
MGH,2020-10-12,Black
MGH,2020-10-12,White
MGH,2020-10-13,White
MGH,2020-10-13,Hispanic
MGH,2020-10-14,Black
MGH,2020-10-14,Hispanic
MGH,2020-10-14,Asian
MGH,2020-10-14,White
MGH,2020-10-14,White
MGH,2020-10-14,Hispanic
MGH,2020-10-14,Hispanic
MGH,2020-10-14,Black
MGH,2020-10-14,Asian
MGH,2020-10-15,Asian
MGH,2020-10-15,Hispanic
MGH,2020-10-15,White
MGH,2020-10-15,Hispanic
MGH,2020-10-15,Asian
MGH,2020-10-16,White
MGH,2020-10-16,Asian
MGH,2020-10-16,White
MGH,2020-10-16,Asian
MGH,2020-10-17,Asian
MGH,2020-10-18,White
MGH,2020-10-18,White
MGH,2020-10-18,White
MGH,2020-10-18,White
MGH,2020-10-19,White
MGH,2020-10-19,Black
MGH,2020-10-19,Hispanic
MGH,2020-10-19,Asian
MGH,2020-10-19,Hispanic
MGH,2020-10-19,Black
MGH,2020-10-19,White
MGH,2020-10-19,Asian
MGH,2020-10-19,Asian
MGH,2020-10-20,Asian
MGH,2020-10-20,White
MGH,2020-10-20,White
MGH,2020-10-21,White
MGH,2020-10-21,Hispanic
MGH,2020-10-21,White
MGH,2020-10-21,Black
MGH,2020-10-22,White
MGH,2020-10-22,Hispanic
MGH,2020-10-22,Asian
MGH,2020-10-22,Black
MGH,2020-10-22,White
MGH,2020-10-22,Black
MGH,2020-10-22,Hispanic
MGH,2020-10-22,Asian
MGH,2020-10-22,White
MGH,2020-10-22,Asian
MGH,2020-10-23,White
MGH,2020-10-23,Asian
MGH,2020-10-24,Asian
MGH,2020-10-24,Asian
MGH,2020-10-24,Black
MGH,2020-10-24,White
MGH,2020-10-25,Hispanic
MGH,2020-10-25,Black
MGH,2020-10-25,White
MGH,2020-10-25,Asian
MGH,2020-10-26,Asian
MGH,2020-10-26,White
MGH,2020-10-26,White
MGH,2020-10-26,Black
MGH,2020-10-27,Black
MGH,2020-10-28,Hispanic
MGH,2020-10-28,White
MGH,2020-10-28,Asian
MGH,2020-10-28,Black
MGH,2020-10-28,Black
MGH,2020-10-29,Asian
MGH,2020-10-29,White
MGH,2020-10-29,Hispanic
MGH,2020-10-30,Asian
MGH,2020-10-30,Asian
MGH,2020-10-30,White
MGH,2020-10-31,Asian
MGH,2020-10-31,White
MGH,2020-10-31,Black
MGH,2020-10-31,Black
MGH,2020-10-31,Asian
MGH,2020-10-31,White
MGH,2020-10-31,White
MGH,2020-10-31,Hispanic
MGH,2020-10-31,Asian
MGH,2020-10-31,White
MGH,2020-11-01,Hispanic
MGH,2020-11-01,White
MGH,2020-11-01,White
MGH,2020-11-01,White
MGH,2020-11-01,Black
MGH,2020-11-01,Asian
MGH,2020-11-01,White
MGH,2020-11-01,Asian
MGH,2020-11-01,White
MGH,2020-11-01,White
MGH,2020-11-02,White
MGH,2020-11-02,Hispanic
MGH,2020-11-02,Asian
MGH,2020-11-03,Black
MGH,2020-11-03,White
MGH,2020-11-04,Asian
MGH,2020-11-04,White
MGH,2020-11-04,White
MGH,2020-11-04,White
MGH,2020-11-04,Hispanic
MGH,2020-11-04,Asian
MGH,2020-11-04,White
MGH,2020-11-05,Black
MGH,2020-11-05,White
MGH,2020-11-05,White
MGH,2020-11-05,Asian
MGH,2020-11-05,White
MGH,2020-11-05,Black
MGH,2020-11-06,White
MGH,2020-11-06,Hispanic
MGH,2020-11-06,White
MGH,2020-11-06,Asian
MGH,2020-11-06,White
MGH,2020-11-06,Asian
MGH,2020-11-07,Hispanic
MGH,2020-11-07,Hispanic
MGH,2020-11-07,Asian
MGH,2020-11-07,Black
MGH,2020-11-08,White
MGH,2020-11-08,White
MGH,2020-11-08,White
MGH,2020-11-09,Black
MGH,2020-11-09,White
MGH,2020-11-09,Black
MGH,2020-11-09,White
MGH,2020-11-09,White
MGH,2020-11-10,Asian
MGH,2020-11-10,Black
MGH,2020-11-10,White
MGH,2020-11-10,White
MGH,2020-11-10,Hispanic
MGH,2020-11-10,Black
MGH,2020-11-11,White
MGH,2020-11-11,Asian
MGH,2020-11-11,Black
MGH,2020-11-11,White
MGH,2020-11-12,White
MGH,2020-11-12,Hispanic
MGH,2020-11-12,White
MGH,2020-11-12,White
MGH,2020-11-12,White
MGH,2020-11-12,White
MGH,2020-11-12,White
MGH,2020-11-12,White
MGH,2020-11-13,Asian
MGH,2020-11-13,White
MGH,2020-11-13,Asian
MGH,2020-11-13,Asian
MGH,2020-11-13,White
MGH,2020-11-13,White
MGH,2020-11-14,White
MGH,2020-11-14,White
MGH,2020-11-14,Asian
MGH,2020-11-15,Black
MGH,2020-11-15,Asian
MGH,2020-11-15,Asian
MGH,2020-11-15,Asian
MGH,2020-11-15,White
MGH,2020-11-15,Asian
MGH,2020-11-16,White
MGH,2020-11-17,Asian
MGH,2020-11-17,Asian
MGH,2020-11-18,Asian
MGH,2020-11-18,Asian
MGH,2020-11-18,Asian
MGH,2020-11-18,Asian
MGH,2020-11-18,White
MGH,2020-11-19,White
MGH,2020-11-19,Asian
MGH,2020-11-19,White
MGH,2020-11-19,White
MGH,2020-11-19,White
MGH,2020-11-19,White
MGH,2020-11-19,White
MGH,2020-11-19,Black
MGH,2020-11-19,Asian
MGH,2020-11-19,White
MGH,2020-11-20,Black
MGH,2020-11-21,Black
MGH,2020-11-21,Asian
MGH,2020-11-21,Black
MGH,2020-11-21,Asian
MGH,2020-11-22,White
MGH,2020-11-22,White
MGH,2020-11-22,Black
MGH,2020-11-22,Asian
MGH,2020-11-22,Asian
MGH,2020-11-22,White
MGH,2020-11-23,White
MGH,2020-11-24,White
MGH,2020-11-24,White
MGH,2020-11-24,Black
MGH,2020-11-24,White
MGH,2020-11-24,Asian
MGH,2020-11-24,Asian
MGH,2020-11-24,White
MGH,2020-11-25,Asian
MGH,2020-11-25,Black
MGH,2020-11-25,Asian
MGH,2020-11-25,White
MGH,2020-11-25,White
MGH,2020-11-25,White
MGH,2020-11-25,White
MGH,2020-11-25,White
MGH,2020-11-26,White
MGH,2020-11-27,Hispanic
MGH,2020-11-27,White
MGH,2020-11-27,Asian
MGH,2020-11-27,White
MGH,2020-11-27,White
MGH,2020-11-27,White
MGH,2020-11-27,White
MGH,2020-11-28,Black
MGH,2020-11-29,Black
MGH,2020-11-30,Asian
MGH,2020-11-30,White
MGH,2020-11-30,Black
MGH,2020-11-30,White
MGH,2020-11-30,White
MGH,2020-12-01,White
MGH,2020-12-01,White
MGH,2020-12-01,White
MGH,2020-12-01,White
MGH,2020-12-02,White
MGH,2020-12-02,Hispanic
MGH,2020-12-02,Black
MGH,2020-12-02,White
MGH,2020-12-02,White
MGH,2020-12-02,Hispanic
MGH,2020-12-02,White
MGH,2020-12-03,White
MGH,2020-12-03,Asian
MGH,2020-12-03,Asian
MGH,2020-12-03,White
MGH,2020-12-04,White
MGH,2020-12-04,Asian
MGH,2020-12-04,White
MGH,2020-12-04,White
MGH,2020-12-04,White
MGH,2020-12-04,Hispanic
MGH,2020-12-04,Asian
MGH,2020-12-04,Asian
MGH,2020-12-04,Asian
MGH,2020-12-04,Black
MGH,2020-12-05,White
MGH,2020-12-05,Asian
MGH,2020-12-05,White
MGH,2020-12-05,Asian
MGH,2020-12-05,Hispanic
MGH,2020-12-05,Asian
MGH,2020-12-05,Hispanic
MGH,2020-12-05,Black
MGH,2020-12-06,Black
MGH,2020-12-07,White
MGH,2020-12-07,White
MGH,2020-12-07,Black
MGH,2020-12-07,Asian
MGH,2020-12-07,Black
MGH,2020-12-07,Asian
MGH,2020-12-08,White
MGH,2020-12-08,Black
MGH,2020-12-08,White
MGH,2020-12-08,Hispanic
MGH,2020-12-09,White
MGH,2020-12-09,Asian
MGH,2020-12-09,White
MGH,2020-12-09,Black
MGH,2020-12-09,Asian
MGH,2020-12-09,White
MGH,2020-12-09,Asian
MGH,2020-12-09,White
MGH,2020-12-09,Asian
MGH,2020-12-09,White
MGH,2020-12-10,Asian
MGH,2020-12-10,White
MGH,2020-12-10,White
MGH,2020-12-10,Black
MGH,2020-12-10,Hispanic
MGH,2020-12-10,Asian
MGH,2020-12-10,Hispanic
MGH,2020-12-11,White
MGH,2020-12-11,White
MGH,2020-12-12,Asian
MGH,2020-12-12,White
MGH,2020-12-12,Asian
MGH,2020-12-12,White
MGH,2020-12-12,Asian
MGH,2020-12-12,Hispanic
MGH,2020-12-12,Asian
MGH,2020-12-12,Asian
MGH,2020-12-12,Black
MGH,2020-12-12,White
MGH,2020-12-13,Asian
MGH,2020-12-13,White
MGH,2020-12-13,Hispanic
MGH,2020-12-14,White
MGH,2020-12-14,Asian
MGH,2020-12-14,Hispanic
MGH,2020-12-14,White
MGH,2020-12-14,Black
MGH,2020-12-15,White
MGH,2020-12-15,Asian
MGH,2020-12-15,White
MGH,2020-12-15,Black
MGH,2020-12-16,Asian
MGH,2020-12-16,Asian
MGH,2020-12-16,White
MGH,2020-12-16,White
MGH,2020-12-16,Hispanic
MGH,2020-12-16,White
MGH,2020-12-17,Black
MGH,2020-12-17,Hispanic
MGH,2020-12-17,Black
MGH,2020-12-17,Black
MGH,2020-12-18,White
MGH,2020-12-18,White
MGH,2020-12-19,Black
MGH,2020-12-19,White
MGH,2020-12-20,Asian
MGH,2020-12-21,Black
MGH,2020-12-21,White
MGH,2020-12-21,White
MGH,2020-12-21,White
MGH,2020-12-21,White
MGH,2020-12-21,Hispanic
MGH,2020-12-21,Hispanic
MGH,2020-12-21,Asian
MGH,2020-12-21,Black
MGH,2020-12-22,Black
MGH,2020-12-22,Asian
MGH,2020-12-22,Asian
MGH,2020-12-22,Asian
MGH,2020-12-22,Asian
MGH,2020-12-22,Black
MGH,2020-12-23,Asian
MGH,2020-12-24,Black
MGH,2020-12-24,Asian
MGH,2020-12-24,White
MGH,2020-12-24,White
MGH,2020-12-24,Black
MGH,2020-12-24,White
MGH,2020-12-24,Asian
MGH,2020-12-25,Hispanic
MGH,2020-12-25,White
MGH,2020-12-25,Asian
MGH,2020-12-25,White
MGH,2020-12-25,White
MGH,2020-12-25,White
MGH,2020-12-25,Black
MGH,2020-12-25,White
MGH,2020-12-25,Black
MGH,2020-12-25,White
MGH,2020-12-26,Asian
MGH,2020-12-26,White
MGH,2020-12-27,White
MGH,2020-12-28,Asian
MGH,2020-12-28,Asian
MGH,2020-12-28,White
MGH,2020-12-28,Asian
MGH,2020-12-28,Black
MGH,2020-12-28,Hispanic
MGH,2020-12-28,Asian
MGH,2020-12-28,White
MGH,2020-12-28,White
MGH,2020-12-29,Asian
MGH,2020-12-29,White
MGH,2020-12-29,White
MGH,2020-12-29,Hispanic
MGH,2020-12-29,Black
MGH,2020-12-29,White
MGH,2020-12-29,White
MGH,2020-12-29,Black
MGH,2020-12-29,White
MGH,2020-12-30,White
MGH,2020-12-30,White
MGH,2020-12-30,White
MGH,2020-12-30,Asian
MGH,2020-12-30,Asian
MGH,2020-12-30,Hispanic
MGH,2020-12-30,Hispanic
MGH,2020-12-30,White
MGH,2020-12-30,Asian
MGH,2020-12-31,White
MGH,2020-12-31,Hispanic
MGH,2020-12-31,White
MGH,2020-12-31,Asian
MGH,2020-12-31,White
McLean,2020-01-01,White
